2023-12-18 09:48:59,579 - Frame_Processor - ERROR - the JSON object must be str, bytes or bytearray, not NoneType
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:03,141 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:03,590 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:03,742 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:04,197 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:04,585 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:05,146 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:05,192 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:05,692 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:05,768 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:06,265 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:06,373 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:06,931 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:07,031 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:07,870 - Frame_Processor - ERROR - index 0 is out of bounds for dimension 0 with size 0
2023-12-22 11:49:07,952 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:08,932 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:08,979 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:09,150 - Frame_Processor - ERROR - index 0 is out of bounds for dimension 0 with size 0
2023-12-22 11:49:09,244 - Frame_Processor - ERROR - index 0 is out of bounds for dimension 0 with size 0
2023-12-22 11:49:09,600 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:09,658 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:10,210 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:10,461 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:11,022 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:11,109 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:11,600 - Frame_Processor - ERROR - index 0 is out of bounds for dimension 0 with size 0
2023-12-22 11:49:11,952 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:12,525 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:12,583 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:13,273 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:13,460 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:13,910 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:13,957 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:14,518 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:14,765 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:15,317 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:15,363 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:15,913 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:16,059 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:16,408 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:16,555 - Frame_Processor - ERROR - index 0 is out of bounds for dimension 0 with size 0
2023-12-22 11:49:16,903 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:17,051 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:17,608 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:17,858 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:18,412 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:18,463 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:19,015 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:19,059 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:19,820 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:19,866 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:20,418 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:20,464 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:21,017 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:21,063 - Frame_Processor - ERROR - index 0 is out of bounds for dimension 0 with size 0
2023-12-22 11:49:21,761 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:21,857 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:22,208 - Frame_Processor - ERROR - index 0 is out of bounds for dimension 0 with size 0
2023-12-22 11:49:22,354 - Frame_Processor - ERROR - index 0 is out of bounds for dimension 0 with size 0
2023-12-22 11:49:23,008 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:23,057 - Frame_Processor - ERROR - index 0 is out of bounds for dimension 0 with size 0
2023-12-22 11:49:23,739 - Frame_Processor - ERROR - index 0 is out of bounds for dimension 0 with size 0
2023-12-22 11:49:23,790 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:24,350 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:24,503 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:24,953 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:25,225 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:25,980 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:26,031 - Frame_Processor - ERROR - index 0 is out of bounds for dimension 0 with size 0
2023-12-22 11:49:26,585 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:26,671 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:27,128 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:27,290 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:27,945 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:28,090 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:28,955 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:29,099 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:29,648 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:29,793 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:30,247 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:30,600 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:31,053 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:31,406 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:31,858 - Frame_Processor - ERROR - index 0 is out of bounds for dimension 0 with size 0
2023-12-22 11:49:32,005 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)

2023-12-22 11:49:32,350 - Frame_Processor - ERROR - OpenCV(4.8.1) :-1: error: (-5:Bad argument) in function 'rectangle'
> Overload resolution failed:
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'pt2' (pos 3)
>  - rectangle() missing required argument 'color' (pos 3)
